FICO,TotalAmtOwed,Volume,Stress,Num_Delinquent,Num_CreditLines,WomanOwned,CorpStructure,NAICS,Months
672,22659,12669,0.14904491277922488,4,12,0,Partner,444140,20
710,141188,56543,0.20808352345412634,4,8,1,Corp,445110,14
714,19193,8857,0.1805822136916187,4,11,1,Partner,445230,15
715,27655,17676,0.13037923361243117,4,8,1,LLC,459210,8
608,288550,142849,0.16833042816773888,5,8,0,Sole,722330,26
711,141879,39037,0.3028729154391987,4,8,0,Corp,458210,20
625,329177,222838,0.1231002641679905,5,12,0,Sole,441120,14
641,169736,119016,0.11884676570097018,4,10,0,Corp,444140,20
632,418702,185534,0.18806166704395602,4,11,0,LLC,459210,22
744,219250,50245,0.36363485587288946,4,10,1,Partner,722513,19
681,42329,50743,0.06951533544856761,4,9,0,LLC,441120,16
712,65249,118138,0.04602597527185721,4,11,0,Sole,722513,20
757,321717,356863,0.07512616886592334,4,10,1,Corp,445292,19
650,46837,25118,0.15538989303819306,4,10,0,Partner,445240,18
668,23222,8360,0.2314792663476874,4,8,1,Corp,445250,25
655,75021,62434,0.10013374123073966,4,10,0,Corp,445292,23
737,551517,276803,0.16603775970636156,4,8,0,Corp,445240,15
671,72528,30935,0.19537740423468564,4,12,0,Partner,445320,17
720,153319,53929,0.2369148942745709,4,8,1,Corp,441120,7
722,351258,212948,0.13745844055825834,4,8,0,Corp,445320,16
646,183147,76777,0.19878674603071234,4,11,0,Partner,458210,21
656,90625,880360,0.008578403531888469,4,11,1,LLC,459210,22
704,278023,943142,0.024565318195280596,4,10,1,LLC,444140,29
751,672654,171876,0.3261333752239987,4,9,1,Corp,444140,17
663,168401,119130,0.11779918296538795,4,10,0,Sole,722511,27
564,117812,35155,0.27926800360309106,5,12,0,Corp,459210,21
648,73700,33875,0.1813038130381304,4,10,0,Sole,722330,17
833,212568,48458,0.3655536753477238,3,9,1,Sole,445291,22
686,16192,9443,0.14289244237353949,4,9,1,Corp,458210,14
716,67894,20277,0.2790271407670431,4,10,0,Partner,722511,14
707,32219,8688,0.3090373695518723,4,8,1,LLC,445250,21
589,211573,196399,0.08977175715422854,5,9,0,Corp,459210,17
759,160483,80749,0.16561918207449422,4,10,0,Corp,459310,18
714,101042,24678,0.34120133992489937,4,12,0,Partner,459310,18
731,431137,249920,0.1437583360008536,4,12,1,Partner,445131,11
657,153838,33570,0.38188362625359945,4,12,0,Sole,441120,16
666,246139,47973,0.42756515817925356,4,9,1,LLC,441120,17
683,329939,279977,0.09820419772576558,4,11,1,Corp,445320,19
580,12525,55970,0.018648383062354834,5,9,0,Corp,445230,18
726,226335,83674,0.22541350957286613,4,12,0,Sole,722330,25
741,569736,825745,0.05749716922294413,4,10,1,Partner,458310,17
693,608734,146869,0.3453951026651869,4,12,0,LLC,458310,21
735,248943,136741,0.15171199567064741,4,9,0,Partner,445110,21
718,661045,713212,0.07723802085962285,4,10,0,LLC,722513,18
646,263785,68160,0.3225070911580594,4,12,0,LLC,445240,13
620,476753,88806,0.44737311292780513,5,8,0,Sole,722514,13
636,34782,24214,0.1197034773271661,4,8,0,Partner,445291,16
782,364135,60352,0.5027933346588901,4,12,0,Partner,445291,22
670,524393,163329,0.26755454736554235,4,10,1,Sole,458310,23
699,42209,13509,0.2603757988501493,4,10,1,LLC,441120,16
685,333249,299041,0.09286602840413187,4,12,0,LLC,722330,14
727,155420,36476,0.35507365573710564,4,12,0,Sole,445292,18
623,76672,23613,0.2705854119905702,5,12,0,Partner,445250,13
772,30814,8085,0.3176046176046176,4,13,0,Corp,445131,15
668,81233,39615,0.17088013799486726,4,11,1,Corp,459210,6
758,249073,79302,0.2617346767210579,4,10,1,Sole,458210,20
715,20400,10338,0.1644418649642097,4,8,1,Partner,459310,18
731,133133,53407,0.20773338076781445,4,9,0,Corp,445291,14
674,428521,380379,0.09388027029182298,4,8,0,Partner,445292,19
742,126914,62963,0.16797431295628648,4,9,1,LLC,722513,19
715,90811,45955,0.16467377506981468,4,9,0,Corp,722511,20
724,51808,18318,0.23568802998871782,4,10,1,Sole,722330,23
779,332446,132491,0.20909973759223896,4,12,0,Partner,444240,21
699,508392,104696,0.4046572934973638,4,10,1,Sole,458310,17
714,71069,49294,0.12014477759294573,4,9,0,Sole,445250,19
757,108920,125573,0.07228199267889328,4,13,1,Sole,459310,19
646,371036,846002,0.03654798294409076,4,12,1,Corp,445230,15
654,826411,1892013,0.03639910684193678,4,11,0,Partner,722410,20
700,370543,121108,0.2549673294359855,4,11,1,Sole,458310,17
710,74055,33653,0.18337889638368052,4,9,0,Sole,459210,22
735,56858,46590,0.101699220147385,4,11,1,Corp,445292,12
729,846305,232483,0.3033573064123685,4,8,0,LLC,445250,17
575,160977,56220,0.23861170401992174,5,11,0,Corp,458310,20
721,409080,92095,0.37016124653890004,4,8,0,Corp,722511,12
660,176409,53812,0.2731872073143537,4,9,0,Corp,722330,21
671,171224,42358,0.33685883815729417,4,11,1,Partner,459310,15
750,223785,94062,0.19826019008738918,4,12,1,Sole,459210,16
755,402190,171165,0.1958100857846717,4,12,1,Corp,458310,22
695,61657,94635,0.05429368979059897,4,8,1,Sole,459310,22
721,138463,23742,0.48599879257574485,4,9,1,Sole,722513,24
704,558931,122733,0.3795033392268855,4,10,0,Sole,458310,17
667,15345,5691,0.2246968898260411,4,10,0,LLC,444140,18
732,118490,26296,0.3755007098671534,4,9,0,Sole,722511,23
754,13673,4476,0.25456136431337506,4,11,0,Sole,445131,23
666,199785,210766,0.07899163052864314,4,10,0,Sole,445131,21
706,85067,41108,0.17244615808763908,4,12,1,Partner,444240,21
684,16281,20260,0.06696692991115498,4,11,1,Corp,458310,18
758,72281,24916,0.24174894311553488,4,13,0,Corp,722410,22
765,124750,433530,0.023979501610807405,4,11,0,Sole,722513,13
691,76484,37824,0.16850853073886068,4,12,1,Partner,445110,21
722,79532,36009,0.18405583789237875,4,9,1,LLC,445110,15
620,32813,39512,0.0692047141796585,5,9,1,LLC,459910,16
665,199743,128967,0.1290659626105903,4,9,0,Corp,722330,21
676,79937,73328,0.09084410684413412,4,9,1,Partner,722511,28
665,43892,9825,0.37228159457167087,4,9,0,LLC,445292,22
668,289182,1913792,0.012592016269270642,4,10,1,LLC,459210,16
716,143239,84342,0.14152596966319667,4,9,0,LLC,441120,17
709,73269,25804,0.23662029142768562,4,12,1,Corp,445292,17
693,176380,38229,0.3844812402451891,4,11,0,Sole,444240,18
783,40588,12267,0.2757262030923073,4,9,1,LLC,445240,14
648,318215,93783,0.28275824687487783,4,8,0,LLC,722330,20
697,39483,36754,0.08952086847690047,4,11,0,Partner,458210,18
662,87734,72046,0.10147914758163766,4,8,0,Corp,445291,23
700,121906,88514,0.11477092136083934,4,9,0,Partner,458310,25
719,12212,2166,0.46983687288396425,4,8,0,Partner,445291,20
691,267716,128646,0.17341904658261173,4,12,0,Corp,458310,19
710,41408,50929,0.06775445554922867,4,9,1,Partner,459310,19
682,451578,624495,0.06025908934419011,4,10,0,Corp,445110,17
702,261986,109772,0.19888647985521507,4,10,0,LLC,722410,26
650,31545,50048,0.05252457640664961,4,10,1,LLC,722410,17
689,180823,80207,0.18787117500135067,4,10,1,Partner,458310,25
695,37390,15217,0.20476002716260325,4,10,0,Corp,441120,19
542,21549,15181,0.11828930900467689,6,9,0,LLC,445250,10
585,331962,336810,0.08213384400700692,5,12,0,Sole,445320,12
586,45251,15971,0.23611024147934798,5,12,1,LLC,444240,14
654,589201,186362,0.2634661751501558,4,11,0,LLC,445230,17
652,76994,20924,0.3066414962085006,4,8,0,Partner,722513,17
731,84978,61446,0.11524753442046676,4,11,1,Partner,445292,21
743,281355,116438,0.20136252769714355,4,11,0,LLC,459210,20
669,13932,4413,0.26308633582596874,4,11,0,Partner,441120,10
697,176230,89319,0.16442003754333717,4,12,0,Sole,445230,17
605,197566,81356,0.2023677827490699,5,11,1,Sole,722514,14
691,539796,208894,0.2153388800061275,4,8,1,Sole,722410,19
677,107982,53618,0.16782610317430713,4,9,1,LLC,444240,22
775,364324,154801,0.1961249173670282,4,9,1,LLC,722330,19
716,315031,369034,0.07113865750400596,4,9,1,Sole,445291,20
711,16802,9467,0.14789972184078026,4,12,0,Partner,445250,20
721,205690,133884,0.12802749643970401,4,11,0,Partner,445230,17
660,111792,123925,0.07517450070607222,4,9,0,Corp,445230,20
695,261582,317843,0.06858260210229579,4,10,0,Corp,722410,15
742,106411,97434,0.09101118021772003,4,13,0,Corp,459910,18
716,347966,161382,0.17968030304908025,4,10,1,Corp,445110,27
739,277893,84597,0.2737419766658392,4,8,0,LLC,445230,16
725,481327,656902,0.06106022410242827,4,11,1,Corp,722513,20
663,259282,57809,0.37376244760043126,4,12,1,LLC,444140,17
781,300437,94405,0.26520223152022315,4,11,1,Sole,722511,11
776,14880,5703,0.21742942311064353,4,9,0,Partner,445110,18
720,288999,129501,0.1859696064123057,4,10,0,LLC,458310,23
558,514835,108557,0.39521096443957243,5,8,0,Sole,445240,20
681,469756,108205,0.3617793386011121,4,12,1,Sole,445320,18
803,112170,31918,0.2928598283100445,4,9,0,Partner,445320,17
743,96128,24799,0.32302377784050434,4,13,1,Corp,458310,31
723,146339,86783,0.1405219532243258,4,8,0,LLC,441120,17
672,216576,106880,0.1688622754491018,4,12,1,Partner,722514,17
752,317712,130049,0.20358480265130835,4,12,1,LLC,445240,16
746,42162,34135,0.10292954445583712,4,9,0,Corp,458210,11
721,155927,111481,0.11655723097807398,4,10,0,LLC,722511,17
703,563320,164547,0.28528829655559407,4,12,0,Corp,722410,14
719,306522,158202,0.16146129631736642,4,10,0,Partner,459310,23
668,89529,21143,0.3528709265477936,4,9,0,Partner,722330,22
654,301307,296100,0.08479877293707082,4,9,1,Sole,445240,20
805,178917,55857,0.2669271532663766,4,12,1,Corp,445250,21
700,1103366,402274,0.22856850471734855,4,8,1,LLC,445230,14
671,30228,8197,0.3073075515432475,4,11,1,Sole,459210,20
770,113126,78487,0.12011118614122933,4,13,0,LLC,459910,12
650,17220,13650,0.10512820512820513,4,10,1,Partner,459910,16
734,396215,114450,0.28849206349206347,4,10,1,Sole,445320,22
643,369808,89536,0.34418930188229685,4,9,0,LLC,445110,25
735,230858,154247,0.12472311725133499,4,8,0,Partner,444240,20
691,265635,85373,0.2592886509786466,4,10,1,Corp,459210,21
668,80743,25094,0.2681351451874286,4,9,0,Partner,722410,15
758,699511,472635,0.12333530807776262,4,9,1,Corp,458210,19
511,46247,24457,0.15757928881983344,7,11,0,Corp,445230,28
617,16514,13649,0.10082545729845899,5,10,0,LLC,444240,17
622,508734,111535,0.3801004169094903,5,12,1,Partner,445110,22
680,17500,10208,0.14286180773249738,4,9,1,Partner,459910,18
734,72231,24747,0.24323150280842123,4,11,0,Sole,445110,16
659,283989,365487,0.06475127706320608,4,10,0,Corp,445250,16
672,324050,83616,0.3229545382064039,4,9,1,Sole,444240,17
714,171588,167030,0.08560737592049332,4,10,1,Sole,459910,24
740,287851,74970,0.3199624294162109,4,12,1,LLC,722410,16
632,306329,96520,0.26447800110512504,4,9,0,Sole,445291,23
678,57545,98188,0.04883913173368097,4,9,0,Corp,445250,27
635,1148690,2415500,0.03962913130476782,4,11,0,Partner,722410,25
593,358180,150662,0.19811454337081236,5,9,0,LLC,722513,15
728,72504,13736,0.4398660454280722,4,10,0,Partner,458310,22
714,44039,12863,0.2853079893233823,4,12,0,Partner,722514,21
641,87264,45598,0.15948067897714813,4,10,0,Partner,445110,19
723,1041290,657458,0.13198434982412058,4,11,0,Sole,444240,18
676,52303,25431,0.17138859397323475,4,9,1,Partner,722330,21
765,60147,38891,0.12887943225939164,4,11,0,Partner,445291,19
583,248037,31032,0.6660785640629028,5,8,1,Sole,445292,19
709,151070,41130,0.3060823405462355,4,12,1,LLC,445292,10
702,215052,72196,0.2482270485899496,4,12,0,Partner,458210,24
632,628738,268232,0.19533401433584857,4,9,0,Sole,445291,20
688,74890,55419,0.11261179980391803,4,8,1,Corp,459210,21
678,283175,237599,0.0993182490947633,4,12,1,Corp,722410,14
699,140438,198327,0.059009447360503946,4,11,0,LLC,445291,13
660,568427,334066,0.14179508440447894,4,11,0,Partner,445110,18
643,296575,50779,0.48670874442847106,4,9,0,LLC,459910,23
705,131201,70531,0.15501576139097228,4,12,0,Corp,445110,21
723,27580,9626,0.23876307223491933,4,10,0,Corp,459210,19
652,181220,155077,0.09738173079609914,4,12,0,Partner,722514,25
652,54782,37730,0.120995670995671,4,12,0,LLC,722511,19
692,169022,21459,0.6563757242493437,4,9,1,Partner,722410,20
770,143064,49921,0.23881733138358607,4,11,1,Sole,459910,19
681,297808,209559,0.11842647337185867,4,8,1,LLC,722330,20
731,28930,27484,0.08771770242080242,4,11,0,LLC,459910,20
675,194958,48227,0.3368756090986377,4,11,0,Sole,722511,26
737,102249,30121,0.2828840343946084,4,8,0,LLC,445291,19
700,168400,54109,0.25935303430729334,4,12,1,Sole,722330,10
656,240419,202368,0.09900239497680793,4,10,1,Corp,722511,25
715,174260,63951,0.2270748958838277,4,9,0,Sole,445291,19
608,329411,293420,0.09355502919591939,5,11,0,Corp,722410,15
708,51146,38455,0.11083517531313658,4,11,1,Partner,445292,21
734,107495,67462,0.13278462937159685,4,8,1,Sole,459210,13
721,213439,49038,0.36271021112878443,4,11,1,Corp,445250,22
694,168183,206348,0.06792045476573555,4,10,0,LLC,445110,14
644,139824,41122,0.2833519770439181,4,12,0,Partner,722513,18
732,64617,32750,0.16441984732824427,4,9,0,Corp,445240,21
690,468285,214435,0.1819840511110593,4,10,0,Corp,445291,25
714,540396,180638,0.24929970438113797,4,9,0,Corp,458210,18
693,31577,12921,0.20365425792637307,4,9,1,Sole,445110,21
778,34295,20061,0.14246132628815444,4,11,1,Sole,722410,23
724,117478,96044,0.10193071231241237,4,11,0,Sole,445240,14
702,74684,37672,0.16520669639697036,4,8,1,Sole,722514,18
617,50970,43669,0.09726579495752136,5,11,0,Corp,444240,14
705,248573,125370,0.16522626359309778,4,11,1,Corp,722330,26
648,125057,51382,0.20282232428995886,4,8,0,LLC,445240,17
636,258314,141516,0.15211118648539154,4,12,0,Partner,445230,17
787,50425,16720,0.2513207735247209,4,9,1,Partner,445320,14
781,284145,372134,0.06362963341162055,4,10,0,LLC,445320,19
761,445599,141574,0.2622886264427084,4,10,1,Corp,459210,26
665,12327,4919,0.20883309615775564,4,10,1,Partner,458210,22
713,73199,721662,0.008452595074517804,4,10,0,LLC,459310,22
686,147915,158127,0.07795158322108178,4,11,0,LLC,441120,23
688,137209,217105,0.0526661446458319,4,9,0,Corp,459310,20
665,83064,28900,0.23951557093425604,4,8,0,LLC,444140,10
744,109837,122065,0.07498532202788133,4,12,0,LLC,445250,22
726,57003,21377,0.2222131262571923,4,12,0,Corp,445110,20
740,17219,7625,0.1881857923497268,4,10,0,LLC,444140,23
746,10884,3330,0.2723723723723724,4,9,0,Sole,722511,23
677,170185,67605,0.20977861598008038,4,8,0,Partner,445291,18
668,29363,23581,0.10376645039085139,4,8,0,LLC,459910,10
714,211236,113594,0.15496417064281565,4,12,1,Sole,459310,23
655,32085,7519,0.35559914882298177,4,8,1,Partner,459310,15
600,293991,487409,0.050264254455703525,5,11,1,Sole,722511,19
732,81683,105657,0.06442466345501639,4,12,1,Partner,445240,21
732,193480,90816,0.17753846605590792,4,8,0,Partner,444240,14
764,27471,16615,0.13778212458621727,4,13,0,Sole,459210,23
656,180905,155085,0.09720744537941559,4,8,0,Sole,445250,17
779,50913,19280,0.22005964730290456,4,9,1,Sole,459210,20
680,51581,242812,0.017702653355957148,4,10,1,Sole,722511,16
571,80058,59311,0.11248335047461686,5,10,0,Sole,445250,23
654,43729,18925,0.19255394099515633,4,9,1,Sole,722330,17
772,157476,40681,0.3225830240161255,4,11,1,Sole,441120,16
791,93581,25980,0.30017000256607645,4,13,1,LLC,459210,17
755,82095,32091,0.21318282384469167,4,9,0,Corp,444240,25
755,74773,97697,0.06377967934873469,4,9,1,Partner,458210,25
671,474638,150356,0.26306344054554964,4,11,0,Sole,441120,24
643,324537,142116,0.19030052914520532,4,9,0,Sole,459210,23
649,222142,87938,0.21051005632756412,4,12,1,Partner,445240,19
773,392141,252448,0.1294461301601386,4,11,0,Partner,444140,18
712,130888,81518,0.13380275930878252,4,8,1,LLC,445240,12
767,314742,394500,0.06648542458808618,4,11,1,Partner,722511,25
679,374271,253752,0.12291233172546423,4,11,1,Corp,722410,25
718,49038,14326,0.28525059332681835,4,12,1,Corp,722514,19
672,106376,71544,0.12390510268739051,4,9,1,LLC,445240,12
747,348572,151023,0.19233935669842783,4,10,0,Sole,458210,8
678,52852,73310,0.06007820670213249,4,8,1,Corp,445320,23
666,45522,14886,0.2548367593712213,4,12,0,Sole,722410,20
760,641261,215992,0.24740924046569626,4,13,0,Sole,444240,21
716,56045,30699,0.15213579161101884,4,9,0,Corp,459210,20
631,406246,140537,0.24088911342446,5,10,0,Partner,445230,12
636,293955,194208,0.12613409334321965,4,8,1,Sole,445250,22
697,449630,225404,0.16623115236050232,4,8,1,Sole,445240,24
693,47393,41935,0.09417948412225269,4,11,0,LLC,459210,22
674,286402,150775,0.1582943679876195,4,12,1,Partner,722514,19
742,240462,167531,0.11961069891542461,4,13,1,Corp,722513,16
679,331989,388112,0.07128290287339736,4,8,0,Partner,459910,16
636,95550,32580,0.24439840392879067,4,11,0,Sole,441120,13
733,957001,567590,0.14050649823522848,4,8,0,Partner,722513,19
734,59868,60879,0.08194944069383531,4,9,1,Sole,441120,17
690,844814,169912,0.4143389911640536,4,12,1,Sole,445291,16
734,490617,255428,0.16006369701050785,4,9,1,LLC,722511,17
730,349885,339019,0.0860042750799611,4,12,1,LLC,444140,19
706,390552,127491,0.25528076491673923,4,12,1,LLC,459910,13
760,339416,174387,0.16219481192214252,4,11,0,LLC,441120,18
806,90438,23907,0.3152423976241268,4,11,1,Sole,445230,26
668,42925,51892,0.06893323312520877,4,12,0,Partner,459210,20
628,100111,44251,0.18852869614999285,5,11,0,Corp,722511,23
746,33861,15031,0.18772869403233317,4,13,1,Sole,445131,14
765,41887,24802,0.1407379781200441,4,13,0,Partner,445230,13
689,239085,135624,0.14690430897186338,4,9,1,Sole,458310,19
649,58747,24078,0.20332184289946562,4,8,0,LLC,722330,13
685,195549,86220,0.18900197170030156,4,10,0,Partner,722410,24
758,317926,132575,0.1998403419448111,4,12,0,Partner,441120,13
612,33129,16712,0.16519566778362854,5,8,0,Sole,459210,21
678,14518,5834,0.20737629985144554,4,11,1,LLC,445250,26
738,438311,350473,0.10421891748199337,4,8,0,Sole,722514,17
659,166380,72457,0.1913548725450957,4,9,0,Corp,458210,20
701,11367,12164,0.07787323248931273,4,8,0,Corp,445110,19
606,453052,100676,0.37500827737825637,5,9,0,Partner,445292,16
631,605547,347151,0.14536109646810755,5,10,0,Corp,722513,20
712,89199,20626,0.36038252690778627,4,11,0,LLC,445131,18
691,58447,19999,0.24354134373385333,4,8,1,Partner,445131,14
825,127704,23282,0.45709131517910834,4,10,0,Partner,445230,17
672,248988,81423,0.2548297164191936,4,10,1,LLC,459310,17
750,80107,18622,0.3584783231303476,4,9,1,Corp,444240,10
610,90283,29832,0.25219842227585587,5,10,0,LLC,445110,16
774,292268,320586,0.07597233399670188,4,10,1,Sole,459210,28
665,343338,1008550,0.028368945515839572,4,9,0,Sole,445110,16
738,162392,54708,0.24736175087129242,4,9,1,Partner,722410,21
717,45219,148165,0.025432794519623395,4,9,0,Sole,445291,20
701,948406,365035,0.21651028896772453,4,9,1,Sole,445230,16
630,356048,93745,0.3165039913239817,5,8,0,Partner,459210,19
647,124576,45943,0.22596115476423687,4,9,1,Sole,445291,20
593,140034,57445,0.20314213595613195,5,9,0,Sole,445110,19
770,227833,134460,0.14120246417769844,4,9,1,Corp,445230,18
694,286094,144017,0.16554411400505958,4,10,1,Partner,459210,20
641,310451,261520,0.0989251937391659,4,11,0,Partner,458310,15
781,162168,57549,0.23482597438704408,4,12,0,Sole,444240,21
666,228444,112337,0.1694633112865752,4,9,0,Corp,722410,25
716,42547,11948,0.29675119964289703,4,9,1,Corp,445292,9
670,186861,69220,0.2249602715978041,4,9,1,Partner,445250,20
704,251497,74189,0.2824958327155418,4,12,1,LLC,459210,17
658,212854,39954,0.4439563831739834,4,12,0,Sole,459210,15
687,476737,293182,0.1355065567917994,4,9,0,Corp,444240,14
692,31744,23951,0.11044771964984065,4,10,0,LLC,459210,27
707,51069,27515,0.1546701799018717,4,11,1,Partner,445230,14
621,183653,46957,0.32592407237827514,5,9,0,LLC,444240,20
796,50037,37693,0.11062398853898602,4,9,0,LLC,444240,17
636,178932,218730,0.06817080418781146,4,9,0,Partner,445291,23
650,242759,134050,0.15091321646151934,4,11,0,Partner,722410,15
739,47544,9707,0.40815906047182443,4,10,0,Corp,722514,26
644,124945,43124,0.24144521225612964,4,11,0,Corp,722514,17
675,83378,92428,0.0751738289984276,4,11,0,Sole,722330,13
740,345215,198995,0.14456602762213455,4,10,0,Partner,444140,17
672,29175,14222,0.1709499367177612,4,10,1,Corp,444140,17
709,75183,38739,0.16172978135728852,4,10,0,Partner,445131,21
676,435973,202684,0.1792498832336708,4,10,0,LLC,458210,17
675,350597,395820,0.0738123810486248,4,8,1,Partner,722511,25
573,66337,11798,0.46856105554613775,5,8,1,LLC,444140,22
721,86439,28386,0.25376065666173464,4,8,1,LLC,441120,16
713,129485,61136,0.17649857149088372,4,9,1,Partner,459910,22
662,163214,97833,0.13902432376260226,4,12,0,Partner,445110,24
633,150778,135318,0.09285411647625101,4,10,0,LLC,459210,17
705,106375,57698,0.15363761886604968,4,10,0,Corp,444240,12
655,259452,202893,0.10656355813162603,4,8,0,LLC,459210,23
657,229704,608312,0.03146740488433567,4,9,1,Partner,459210,16
679,118155,43587,0.225898777158327,4,12,1,Sole,445230,14
698,579368,836469,0.05771961264155236,4,11,1,Corp,445292,21
663,382699,203836,0.156457070062861,4,10,1,LLC,445131,23
658,149976,49332,0.25334468499148627,4,11,0,Corp,445240,21
623,32598,23801,0.11413385992185203,5,11,0,Sole,445250,10
740,59818,20800,0.2396554487179487,4,9,1,LLC,445240,24
635,633276,302056,0.17471263606748416,4,10,0,LLC,459210,20
716,117368,40067,0.24410778612490744,4,11,0,Partner,459910,19
734,53120,18796,0.23551110165283395,4,10,1,Corp,459210,23
610,100331,22848,0.3659364787581699,5,11,0,LLC,441120,11
737,24742,7158,0.28804600912731676,4,10,0,Sole,458310,18
740,126073,28661,0.3665637393438238,4,13,1,Sole,459210,12
713,13114,2199,0.4969683189328482,4,9,0,Corp,445110,29
740,230465,54414,0.3529499148503449,4,12,1,Partner,458210,21
647,189189,114872,0.13724623929242982,4,9,0,Corp,722514,18
660,223389,171223,0.10872225109944342,4,9,1,Corp,444140,23
678,281436,156382,0.14997250322927191,4,10,0,Corp,441120,12
702,57967,16235,0.29754132019299867,4,8,0,Sole,459310,23
686,155677,73082,0.17751407095226368,4,10,0,LLC,458210,16
689,160556,52028,0.25716280976909867,4,11,1,Sole,458310,17
676,426933,249916,0.14235883256774276,4,8,0,Sole,444240,21
696,150344,51379,0.24384800534589357,4,9,1,Corp,722511,11
645,89044,43953,0.1688242744143365,4,10,1,Corp,445292,21
733,325491,136754,0.19834337569650615,4,8,0,Sole,444240,16
675,317929,116221,0.2279629613695746,4,12,1,Corp,445291,16
771,129305,42973,0.25074853202398406,4,12,0,LLC,445250,16
748,171663,69396,0.20613940284742638,4,9,0,LLC,458310,25
732,127956,37035,0.2879168354259484,4,8,0,Sole,445240,14
625,24769,30089,0.06859926662013804,5,10,0,Sole,722511,21
657,166781,107030,0.12985533651001277,4,8,0,Corp,445250,16
703,35633,29173,0.10178646922382568,4,11,0,Corp,444140,16
716,255741,140105,0.15211270118839443,4,10,0,Sole,445320,22
709,146129,72463,0.1680501313313921,4,12,1,LLC,458210,25
689,18787,34216,0.04575588418673525,4,9,1,Sole,459210,17
792,82523,38991,0.17637189778837853,4,11,0,Corp,722330,22
697,43147,20982,0.17136513837257333,4,10,0,LLC,441120,25
754,365525,142106,0.2143499688026309,4,13,1,LLC,458210,9
721,703950,201452,0.29119839961876776,4,8,0,LLC,459910,17
660,178637,44789,0.3323676944487858,4,11,0,LLC,445230,16
637,184493,141785,0.10843471923452175,4,12,0,LLC,458210,25
690,36041,19794,0.15173369034387524,4,10,1,Corp,444140,18
626,384890,427326,0.0750578403061519,5,9,0,Sole,445320,20
634,49629,46304,0.0893173375950242,4,8,1,LLC,445230,17
686,61290,18364,0.2781256806795905,4,10,1,Corp,445110,22
659,101550,61119,0.13845939887759945,4,11,1,Sole,459910,29
592,248386,122974,0.16831877741094323,5,10,0,Partner,722513,14
716,518416,139567,0.3095383101545017,4,11,0,Partner,445131,22
720,442414,272804,0.13514403503369943,4,9,0,Sole,445110,22
693,77317,92702,0.06950317504836286,4,9,0,Partner,445291,22
647,148713,44132,0.28081097616242184,4,8,0,Sole,458210,18
695,28889,11972,0.20108725916026282,4,9,0,Sole,441120,12
675,78082,31146,0.20891393223313853,4,9,1,Partner,459210,22
677,423464,100540,0.35099131357337043,4,11,0,Partner,445240,24
632,67039,17264,0.3235972737102255,4,12,0,Sole,445230,16
682,114567,95084,0.10040858609229733,4,8,0,LLC,445230,23
667,16814,4941,0.2835795722863118,4,9,0,Corp,445292,26
788,230666,99884,0.19244490275386117,4,10,0,Corp,458310,11
658,102339,67027,0.12723603920808033,4,10,0,Sole,459910,24
682,47063,17613,0.22267170082704063,4,12,1,LLC,445230,14
681,155743,33117,0.39190093708166,4,11,0,Partner,441120,15
685,54333,168763,0.026829044281033165,4,10,1,LLC,459210,16
708,60580,15184,0.3324771689497717,4,11,0,Sole,445250,18
791,223535,64416,0.28918151804934594,4,12,0,Corp,722511,14
701,343025,84040,0.34014060764715215,4,9,1,Corp,722513,22
625,149783,158155,0.07892204904471352,5,10,0,Partner,722513,23
675,289963,134615,0.17950141762309796,4,9,1,Corp,459310,19
687,462703,130909,0.2945449383413924,4,10,1,Partner,445110,18
662,403299,241309,0.13927474731568237,4,11,1,Corp,722511,17
719,163284,60485,0.22496486732247664,4,9,0,Corp,722410,22
638,136663,43260,0.26325897672985055,4,12,1,Corp,459310,21
744,153819,198079,0.06471281660347639,4,9,1,LLC,444140,11
723,15993,6942,0.19198357821953327,4,11,1,Partner,459310,21
616,228341,110596,0.17205338951378593,5,11,0,Sole,458310,19
774,15686,4547,0.2874789238325636,4,12,1,Partner,722330,11
769,882177,961364,0.07646921457429236,4,9,1,Corp,445320,12
612,77164,114127,0.056343663929949384,5,11,0,Sole,722330,11
622,11979,3262,0.306023911710607,5,9,1,Partner,722514,11
734,61506,13740,0.3730349344978166,4,10,0,Partner,458310,11
678,343742,112615,0.25436368748982524,4,11,1,Sole,441120,18
627,273649,85295,0.26735545264474275,5,11,0,LLC,445110,16
657,57894,42431,0.11370224599938725,4,8,0,Corp,458210,21
704,316011,577822,0.04557502137336412,4,9,1,LLC,445230,24
697,84483,42814,0.16443803428784978,4,9,0,Sole,445250,17
658,79241,28617,0.2307515346355896,4,11,0,LLC,444140,30
740,195265,62296,0.2612059094216857,4,12,0,LLC,444240,20
733,143994,42532,0.28212875011755856,4,10,1,Partner,459310,18
600,149459,412552,0.030189931612661352,5,8,0,Sole,459210,15
723,107556,50357,0.1779891574160494,4,8,1,Sole,444240,17
691,114135,46022,0.20666746338707576,4,11,1,Corp,722513,10
617,34455,20761,0.13830017821877558,5,10,1,LLC,458210,15
732,35960,8086,0.37059938989199437,4,11,1,Corp,722514,15
737,58279,21814,0.22263607469209376,4,10,1,Sole,445110,10
750,136132,60812,0.18654761121708435,4,13,1,Corp,722330,19
688,466526,527398,0.07371504379361822,4,11,1,Corp,459210,19
769,29218,49862,0.048831441445055024,4,12,1,Partner,459210,19
